# 7f04d258-1ac2-11e6-aec6-e0cb4ec2636d.ppm
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.057001275968551636e+04,2.675519946420192719e+04,1.300449211120605469e+03,2.643345394134521484e+02,6.291297058582305908e+03,8.826060104370117188e+02,2.417186944520473480e+04,4.995000407123565674e+04,1.753475542645454407e+05,2.327912691521644592e+04,1.820710561752319336e+03,6.156825821399688721e+03,1.092955608415603638e+04,2.912860449314117432e+03,3.894645537614822388e+03,2.318851319217681885e+04,6.493604867935180664e+03,4.311489236354827881e+01,1.341640806198120117e+01,9.924148464202880859e+01,1.767312226295471191e+02,4.024922418594360352e+01,5.721978628635406494e+01,2.772541165351867676e+02,1.216176479387283325e+04,5.748081923317909241e+04,1.422608516693115234e+03,9.486833095550537109e+00,1.419132399559020996e+02,4.981463127136230469e+02,5.902631458604335785e+04,5.309182903289794922e+03,3.417947931747436523e+05,1.648228745341300964e+05,4.652254133319854736e+04,5.942509122419357300e+04,9.361738422489166260e+04,1.856914234828948975e+04,1.271824852985143661e+05,1.448961283221244812e+05,3.571103748321533203e+05,2.596079568940401077e+05,3.577364633989334106e+04,6.643306623029708862e+04,4.209297829914093018e+04,2.082599269294738770e+04,1.701433516302108765e+05,2.351587105522155762e+05
# 7794cc0e-1ac1-11e6-aec6-e0cb4ec2636d.ppm
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.549966540336608887e+02,1.565112197399139404e+02,8.345183372497558594e+01,3.794733238220214844e+01,6.720365256786346436e+03,1.081549565792083740e+03,4.882902458989620209e+04,1.638787355704307556e+05,1.483164277467727661e+05,5.548832435095310211e+04,6.793516470909118652e+03,3.392176437377929688e+03,6.678783891677856445e+03,1.185655546188354492e+02,1.638080942630767822e+02,2.021128592491149902e+02,1.238212010335922241e+04,8.414355325698852539e+01,3.626372766494750977e+01,4.008095026016235352e+01,2.729705858230590820e+01,2.163330745697021484e+01,7.747612202167510986e+01,2.121320343017578125e+01,3.761974843025207520e+04,2.314825166130065918e+04,9.018619460105895996e+03,1.230677780628204346e+03,6.000000000000000000e+01,5.722822780609130859e+02,2.061752460622787476e+04,3.118977785110473633e+04,6.554177676057815552e+05,1.725605361785888672e+05,4.150696422529220581e+04,4.732093558216094971e+04,3.959542522859573364e+04,7.104397341728210449e+03,7.796831964898109436e+04,2.156296776924133301e+05,3.269267087659835815e+05,1.160515447322130203e+05,6.069327652215957642e+04,3.975747886419296265e+04,6.167543170881271362e+04,2.171194591712951660e+04,1.280525994415283203e+05,2.718370826168060303e+05
# 7198f12c-1ac1-11e6-aec6-e0cb4ec2636d.ppm
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.431682279100418091e+05,3.185601312482357025e+04,8.113591690063476562e+02,1.652265529632568359e+02,1.547110011720657349e+04,1.148308561277389526e+04,6.609268524205684662e+04,1.155631096029281616e+04,1.108160203027725220e+04,8.840364244580268860e+03,6.114637865066528320e+03,8.331563804626464844e+03,2.089694042158126831e+04,1.738380693626403809e+04,4.149665468037128448e+04,8.972496882247924805e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.266000000000000000e+03,0.000000000000000000e+00,6.267665116310119629e+03,1.833311929321289062e+04,2.373318850708007812e+04,1.069818301391601562e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.926000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.871013008770942688e+05,1.967939120253324509e+05,6.885622018432617188e+04,8.125160268545150757e+04,4.911343752050399780e+04,2.391463857936859131e+04,1.427822926604747772e+05,1.168221070961952209e+05,1.148604860615730286e+05,2.805542647619247437e+05,3.977238045358657837e+04,6.519096125507354736e+04,7.951024150943756104e+04,3.533373546981811523e+04,1.567771490550041199e+05,1.678258681812286377e+05
# 052b8fbc-1ac2-11e6-aec6-e0cb4ec2636d.ppm
1.248704463958740234e+04,1.697056245803833008e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.697056245803833008e+01,1.529705858230590820e+01,1.231661567687988281e+02,4.242640614509582520e+00,1.749285507202148438e+01,0.000000000000000000e+00,3.089894119262695312e+03,6.629969009399414062e+03,1.355867031204700470e+04,2.700221846008300781e+04,1.902964368238449097e+05,7.608361012065410614e+04,1.447868695735931396e+03,9.486833095550537109e+00,8.216994804382324219e+03,9.745685982227325439e+03,4.028254501998424530e+04,8.447853401470184326e+04,8.871427444267272949e+04,5.098910490846633911e+04,5.902886967658996582e+02,4.967370271682739258e+01,2.606003222465515137e+02,1.135446195602416992e+02,2.115217266082763672e+02,1.406869076900482178e+05,1.889563593864440918e+02,1.697056245803833008e+01,5.161395263671875000e+01,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,8.485281229019165039e+00,3.422546625137329102e+01,2.373547491073608398e+03,5.373963057160377502e+03,2.806357981681823730e+03,4.264492059230804443e+03,7.800703353881835938e+03,2.590550777435302734e+03,9.544518642425537109e+03,6.208954409122467041e+03,4.194375094456672668e+05,2.479211408153772354e+05,7.264648052072525024e+04,5.448823775053024292e+04,4.867559480810165405e+04,1.615040376520156860e+04,8.402846952545642853e+04,2.210632739052772522e+05,3.318613060655593872e+05,2.442491967941522598e+05,6.372801367521286011e+04,6.262203437519073486e+04,5.217368614053726196e+04,3.919713582372665405e+04,1.470042060259580612e+05,2.843277261714935303e+05
# 8998776a-1ac2-11e6-aec6-e0cb4ec2636d.ppm
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.485281229019165039e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,8.485281229019165039e+00,0.000000000000000000e+00,8.544221651029586792e+04,4.174298545360565186e+03,3.211473102092742920e+03,8.138020349979400635e+03,1.258397023916244507e+04,1.073168390893936157e+04,4.371524781239032745e+04,6.524800453233718872e+04,2.078725523471832275e+05,6.125361810922622681e+04,8.490479928016662598e+03,6.191930780410766602e+02,7.615977463245391846e+03,3.985125067234039307e+03,5.632979398369789124e+03,2.758580539083480835e+04,1.865640154838562012e+04,8.717541682720184326e+01,3.504971551895141602e+01,1.243051786422729492e+02,1.949333882331848145e+02,8.345183372497558594e+01,1.194962013959884644e+02,1.783923912048339844e+02,1.760221922492980957e+04,4.560647330045700073e+04,8.989954649448394775e+03,1.270675274848937988e+04,1.277410260200500488e+04,1.013475446462631226e+04,1.139926345288753510e+04,2.790376565980911255e+04,4.946141541566848755e+05,1.901789938720464706e+05,3.390373515415191650e+04,4.854148201560974121e+04,8.345934814453125000e+04,2.654373880720138550e+04,1.006793755706548691e+05,1.630536345191001892e+05,4.435389443521499634e+05,7.000877608358860016e+04,2.835843406105041504e+04,5.710580140829086304e+04,6.280800428295135498e+04,2.968710137844085693e+04,1.785728479521274567e+05,2.593632740077972412e+05
# 5eeabd84-1ac2-11e6-aec6-e0cb4ec2636d.ppm
